Vernr,Bokföringsdatum,Registreringsdatum,Konto,Benämning,Ks,Projnr,Verifikationstext,Transaktionsinfo,Debet,Kredit
D85,2025-09-30,2025-10-18,2440,Leverantörsskulder,,,Levfakt Allegat (111),,,"4375,00"
D85,2025-09-30,2025-10-18,2641,Debiterad ingående moms,,,Levfakt Allegat (111),,"875,00",
D85,2025-09-30,2025-10-18,6530,Redovisningstjänster,,,Levfakt Allegat (111),,"3500,00",
D86,2025-10-01,2025-10-18,2440,Leverantörsskulder,,,Levfakt Pokalhuset.se (112),,,"481,00"
D86,2025-10-01,2025-10-18,2641,Debiterad ingående moms,,,Levfakt Pokalhuset.se (112),,"96,20",
D86,2025-10-01,2025-10-18,4000,Inköp av varor från Sverige,,,Levfakt Pokalhuset.se (112),,"384,80",
D87,2025-10-06,2025-10-18,2440,Leverantörsskulder,,,Levfakt Ersta Diakoni (113),,,"131220,00"
D87,2025-10-06,2025-10-18,2641,Debiterad ingående moms,,,Levfakt Ersta Diakoni (113),,"22375,11",
D87,2025-10-06,2025-10-18,4000,Inköp av varor från Sverige,,,Levfakt Ersta Diakoni (113),,"108844,89",
D88,2025-10-09,2025-10-18,2440,Leverantörsskulder,,,Levfakt Pokalhuset.se (115),,,"729,00"
D88,2025-10-09,2025-10-18,2641,Debiterad ingående moms,,,Levfakt Pokalhuset.se (115),,"145,80",
D88,2025-10-09,2025-10-18,4000,Inköp av varor från Sverige,,,Levfakt Pokalhuset.se (115),,"583,20",
D89,2025-10-09,2025-10-18,2440,Leverantörsskulder,,,Levfakt Innovation Pioneers IP international AB (116),,,"62500,00"
D89,2025-10-09,2025-10-18,2641,Debiterad ingående moms,,,Levfakt Innovation Pioneers IP international AB (116),,"12500,00",
D89,2025-10-09,2025-10-18,6090,Övriga försäljningskostnader,,,Levfakt Innovation Pioneers IP international AB (116),,"50000,00",
D90,2025-10-15,2025-10-25,2440,Leverantörsskulder,,,Levfakt Fridholm & Patners AB (117),,,"9625,00"
D90,2025-10-15,2025-10-25,2641,Debiterad ingående moms,,,Levfakt Fridholm & Patners AB (117),,"1925,00",
D90,2025-10-15,2025-10-25,4000,Inköp av varor från Sverige,,,Levfakt Fridholm & Patners AB (117),,"7700,00",
D91,2025-10-16,2025-10-25,2440,Leverantörsskulder,,,Levfakt GG Event AB (120),,,"7812,00"
D91,2025-10-16,2025-10-25,2641,Debiterad ingående moms,,,Levfakt GG Event AB (120),,"1562,50",
D91,2025-10-16,2025-10-25,4000,Inköp av varor från Sverige,,,Levfakt GG Event AB (120),,"6249,50",
D92,2025-10-15,2025-10-25,2440,Leverantörsskulder,,,Levfakt Cognism LTD (119),,,"38568,25"
D92,2025-10-15,2025-10-25,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,Levfakt Cognism LTD (119),,"38568,25",
D92,2025-10-15,2025-10-25,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Levfakt Cognism LTD (119),,,"9642,06"
D92,2025-10-15,2025-10-25,2645,Beräknad ingående moms på förvärv från utlandet,,,Levfakt Cognism LTD (119),,"9642,06",
D92,2025-10-15,2025-10-25,4599,"Justering, omvänd moms",,,Levfakt Cognism LTD (119),,,"38568,25"
D92,2025-10-15,2025-10-25,1790,Övriga förutbetalda kostnader och upplupna intäkter,,,Levfakt Cognism LTD (119),,"38568,25",
D93,2025-10-16,2025-10-25,2440,Leverantörsskulder,,,Levfakt SpongecookiesSTHLM (118),,,"3990,00"
D93,2025-10-16,2025-10-25,2641,Debiterad ingående moms,,,Levfakt SpongecookiesSTHLM (118),,"427,50",
D93,2025-10-16,2025-10-25,4000,Inköp av varor från Sverige,,,Levfakt SpongecookiesSTHLM (118),,"3562,50",
D94,2025-10-23,2025-10-28,2440,Leverantörsskulder,,,Levfakt Westers Stockholm (122),,,"61494,00"
D94,2025-10-23,2025-10-28,2641,Debiterad ingående moms,,,Levfakt Westers Stockholm (122),,"6588,60",
D94,2025-10-23,2025-10-28,4000,Inköp av varor från Sverige,,,Levfakt Westers Stockholm (122),,"54905,40",
D95,2025-10-20,2025-10-28,2440,Leverantörsskulder,,,Levfakt Pokalhuset.se (121),,,"538,00"
D95,2025-10-20,2025-10-28,2641,Debiterad ingående moms,,,Levfakt Pokalhuset.se (121),,"107,60",
D95,2025-10-20,2025-10-28,4000,Inköp av varor från Sverige,,,Levfakt Pokalhuset.se (121),,"430,40",
D96,2025-10-30,2025-11-15,2440,Leverantörsskulder,,,Levfakt LF Stockholm (123),,,"1596,00"
D96,2025-10-30,2025-11-15,6310,Företagsförsäkringar,,,Levfakt LF Stockholm (123),,"1596,00",
D97,2025-10-30,2025-11-15,2440,Leverantörsskulder,,,Levfakt Fast Track (124),,,"9395,50"
D97,2025-10-30,2025-11-15,2641,Debiterad ingående moms,,,Levfakt Fast Track (124),,"367,52",
D97,2025-10-30,2025-11-15,5800,Resekostnader (gruppkonto),,,Levfakt Fast Track (124),,"9027,98",
D98,2025-10-30,2025-11-15,2440,Leverantörsskulder,,,Levfakt Fast Track (125),,,"9397,50"
D98,2025-10-30,2025-11-15,2641,Debiterad ingående moms,,,Levfakt Fast Track (125),,"367,52",
D98,2025-10-30,2025-11-15,5800,Resekostnader (gruppkonto),,,Levfakt Fast Track (125),,"9029,98",
D99,2025-10-30,2025-11-15,2440,Leverantörsskulder,,,Levfakt Fast Track (126),,,"7896,46"
D99,2025-10-30,2025-11-15,2641,Debiterad ingående moms,,,Levfakt Fast Track (126),,"367,52",
D99,2025-10-30,2025-11-15,5800,Resekostnader (gruppkonto),,,Levfakt Fast Track (126),,"7528,94",
D100,2025-10-31,2025-11-15,2440,Leverantörsskulder,,,Levfakt Linder Academy AB (127),,,"31250,00"
D100,2025-10-31,2025-11-15,2641,Debiterad ingående moms,,,Levfakt Linder Academy AB (127),,"6250,00",
D100,2025-10-31,2025-11-15,6550,Konsultarvoden,,,Levfakt Linder Academy AB (127),,"25000,00",
D101,2025-10-31,2025-11-15,2440,Leverantörsskulder,,,Levfakt Lange Sales AB (128),,,"31250,00"
D101,2025-10-31,2025-11-15,2641,Debiterad ingående moms,,,Levfakt Lange Sales AB (128),,"6250,00",
D101,2025-10-31,2025-11-15,6550,Konsultarvoden,,,Levfakt Lange Sales AB (128),,"25000,00",
D102,2025-11-04,2025-11-15,2440,Leverantörsskulder,,,Levfakt SpongecookiesSTHLM (129),,,"4400,00"
D102,2025-11-04,2025-11-15,2641,Debiterad ingående moms,,,Levfakt SpongecookiesSTHLM (129),,"471,43",
D102,2025-11-04,2025-11-15,4000,Inköp av varor från Sverige,,,Levfakt SpongecookiesSTHLM (129),,"3928,57",
D103,2025-11-04,2025-11-15,2440,Leverantörsskulder,,,Levfakt Fortnox (130),,,"280,00"
D103,2025-11-04,2025-11-15,2641,Debiterad ingående moms,,,Levfakt Fortnox (130),,"56,00",
D103,2025-11-04,2025-11-15,5420,Programvaror,,,Levfakt Fortnox (130),,"224,00",
D104,2025-10-31,2025-11-15,2440,Leverantörsskulder,,,Levfakt Allegat (131),,,"4375,00"
D104,2025-10-31,2025-11-15,2641,Debiterad ingående moms,,,Levfakt Allegat (131),,"875,00",
D104,2025-10-31,2025-11-15,6530,Redovisningstjänster,,,Levfakt Allegat (131),,"3500,00",
D105,2025-11-06,2025-11-15,2440,Leverantörsskulder,,,Levfakt Avanza (132),,,"1468,00"
D105,2025-11-06,2025-11-15,7410,Pensionsförsäkringspremier,,,Levfakt Avanza (132),,"1468,00",
D106,2025-11-07,2025-11-15,2440,Leverantörsskulder,,,Levfakt Polytope (133),,,"1250,00"
D106,2025-11-07,2025-11-15,2641,Debiterad ingående moms,,,Levfakt Polytope (133),,"250,00",
D106,2025-11-07,2025-11-15,5420,Programvaror,,,Levfakt Polytope (133),,"1000,00",
D107,2025-11-10,2025-11-15,2440,Leverantörsskulder,,,Levfakt Pokalhuset.se (134),,,"452,00"
D107,2025-11-10,2025-11-15,2641,Debiterad ingående moms,,,Levfakt Pokalhuset.se (134),,"90,40",
D107,2025-11-10,2025-11-15,4000,Inköp av varor från Sverige,,,Levfakt Pokalhuset.se (134),,"361,60",
D108,2025-11-11,2025-11-15,2440,Leverantörsskulder,,,Levfakt GG Event AB (135),,,"9062,00"
D108,2025-11-11,2025-11-15,2641,Debiterad ingående moms,,,Levfakt GG Event AB (135),,"1812,50",
D108,2025-11-11,2025-11-15,4000,Inköp av varor från Sverige,,,Levfakt GG Event AB (135),,"7249,50",
D109,2025-11-10,2025-11-15,2440,Leverantörsskulder,,,Levfakt Westers Stockholm (136),,,"32220,00"
D109,2025-11-10,2025-11-15,2641,Debiterad ingående moms,,,Levfakt Westers Stockholm (136),,"3452,18",
D109,2025-11-10,2025-11-15,4000,Inköp av varor från Sverige,,,Levfakt Westers Stockholm (136),,"28767,82",
D110,2025-11-12,2025-11-15,2440,Leverantörsskulder,,,Levfakt Fridholm & Patners AB (137),,,"6915,00"
D110,2025-11-12,2025-11-15,2641,Debiterad ingående moms,,,Levfakt Fridholm & Patners AB (137),,"1383,00",
D110,2025-11-12,2025-11-15,4000,Inköp av varor från Sverige,,,Levfakt Fridholm & Patners AB (137),,"5532,00",
D111,2025-11-11,2025-11-15,2440,Leverantörsskulder,,,Levfakt SpongecookiesSTHLM (138),,,"1450,00"
D111,2025-11-11,2025-11-15,2641,Debiterad ingående moms,,,Levfakt SpongecookiesSTHLM (138),,"155,35",
D111,2025-11-11,2025-11-15,4000,Inköp av varor från Sverige,,,Levfakt SpongecookiesSTHLM (138),,"1294,65",
D112,2025-11-14,2025-11-17,2440,Leverantörsskulder,,,Levfakt Fridholm & Patners AB (139),,,"6720,00"
D112,2025-11-14,2025-11-17,2641,Debiterad ingående moms,,,Levfakt Fridholm & Patners AB (139),,"1344,00",
D112,2025-11-14,2025-11-17,4000,Inköp av varor från Sverige,,,Levfakt Fridholm & Patners AB (139),,"5376,00",
D113,2025-11-16,2025-11-17,2440,Leverantörsskulder,,,Levfakt SpongecookiesSTHLM (140),,,"4500,00"
D113,2025-11-16,2025-11-17,2641,Debiterad ingående moms,,,Levfakt SpongecookiesSTHLM (140),,"482,15",
D113,2025-11-16,2025-11-17,4000,Inköp av varor från Sverige,,,Levfakt SpongecookiesSTHLM (140),,"4017,85",
K1,2025-01-02,2025-04-10,4535,"Inköp av tjänster från annat EU-land, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"486,05",
K1,2025-01-02,2025-04-10,1960,Mynt,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"486,05"
K1,2025-01-02,2025-04-10,2645,Beräknad ingående moms på förvärv från utlandet,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"121,51",
K1,2025-01-02,2025-04-10,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"121,51"
K1,2025-01-02,2025-04-10,4599,"Justering, omvänd moms",,,Google GSUITEcillers.com,,,"486,05"
K1,2025-01-02,2025-04-10,5420,Programvaror,,,Google GSUITEcillers.com,,"486,05",
K2,2025-04-09,2025-04-10,5810,Biljetter,,,SJ PENDELTAGEN STHLM S,Per Lange - 0481 physical - Default card. Resa till konferens i Finland,"179,25",
K2,2025-04-09,2025-04-10,2640,Ingående moms,,,SJ PENDELTAGEN STHLM S,Per Lange - 0481 physical - Default card. Resa till konferens i Finland,"10,75",
K2,2025-04-09,2025-04-10,1960,Mynt,,,SJ PENDELTAGEN STHLM S,Per Lange - 0481 physical - Default card. Resa till konferens i Finland,,"190,00"
K3,2025-04-07,2025-04-10,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,POLAR SOFTWARE INC,Peder Burenstam Linder - 8538 virtual - Online expenses.,"204,76",
K3,2025-04-07,2025-04-10,2645,Beräknad ingående moms på förvärv från utlandet,,,POLAR SOFTWARE INC,Peder Burenstam Linder - 8538 virtual - Online expenses.,"51,19",
K3,2025-04-07,2025-04-10,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,POLAR SOFTWARE INC,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"51,19"
K3,2025-04-07,2025-04-10,1960,Mynt,,,POLAR SOFTWARE INC,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"204,76"
K3,2025-04-07,2025-04-10,4599,"Justering, omvänd moms",,,POLAR SOFTWARE INC,,,"204,76"
K3,2025-04-07,2025-04-10,5420,Programvaror,,,POLAR SOFTWARE INC,,"204,76",
K4,2025-04-06,2025-04-10,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card.,,"147,00"
K4,2025-04-06,2025-04-10,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"147,00",
K5,2025-04-05,2025-04-10,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card.,,"197,52"
K5,2025-04-05,2025-04-10,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"197,52",
K6,2025-04-04,2025-04-10,2640,Ingående moms,,,Zettle*Linkoping Punk,Peder Burenstam Linder - 9022 physical - Default card. Taxi till hotellet Hackathon,"7,42",
K6,2025-04-04,2025-04-10,1960,Mynt,,,Zettle*Linkoping Punk,Peder Burenstam Linder - 9022 physical - Default card. Taxi till hotellet Hackathon,,"131,00"
K6,2025-04-04,2025-04-10,5800,Resekostnader (gruppkonto),,,Zettle*Linkoping Punk,,"123,58",
K7,2025-04-04,2025-04-10,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card.,,"94,00"
K7,2025-04-04,2025-04-10,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"94,00",
K8,2025-04-02,2025-04-10,4535,"Inköp av tjänster från annat EU-land, 25 %",,,GOOGLE*GSUITE CILLERS.,Peder Burenstam Linder - 8538 virtual - Online expenses.,"537,79",
K8,2025-04-02,2025-04-10,2645,Beräknad ingående moms på förvärv från utlandet,,,GOOGLE*GSUITE CILLERS.,Peder Burenstam Linder - 8538 virtual - Online expenses.,"134,45",
K8,2025-04-02,2025-04-10,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,GOOGLE*GSUITE CILLERS.,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"134,45"
K8,2025-04-02,2025-04-10,1960,Mynt,,,GOOGLE*GSUITE CILLERS.,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"537,79"
K8,2025-04-02,2025-04-10,4599,"Justering, omvänd moms",,,GOOGLE*GSUITE CILLERS.,,,"537,79"
K8,2025-04-02,2025-04-10,5420,Programvaror,,,GOOGLE*GSUITE CILLERS.,,"537,79",
K9,2025-03-31,2025-04-10,2640,Ingående moms,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,"73,75",
K9,2025-03-31,2025-04-10,1960,Mynt,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"368,75"
K9,2025-03-31,2025-04-10,5420,Programvaror,,,LINKBASE,,"295,00",
K10,2025-03-30,2025-04-10,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"246,39",
K10,2025-03-30,2025-04-10,2645,Beräknad ingående moms på förvärv från utlandet,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"61,60",
K10,2025-03-30,2025-04-10,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"61,60"
K10,2025-03-30,2025-04-10,1960,Mynt,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"246,39"
K10,2025-03-30,2025-04-10,4599,"Justering, omvänd moms",,,AIRTABLE.COM/BILL,,,"246,39"
K10,2025-03-30,2025-04-10,5420,Programvaror,,,AIRTABLE.COM/BILL,,"246,39",
K11,2025-03-28,2025-04-10,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,"199,41",
K11,2025-03-28,2025-04-10,2645,Beräknad ingående moms på förvärv från utlandet,,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,"49,85",
K11,2025-03-28,2025-04-10,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"49,85"
K11,2025-03-28,2025-04-10,1960,Mynt,,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"199,41"
K11,2025-03-28,2025-04-10,4599,"Justering, omvänd moms",,,CLAUDE.AI SUBSCRIPTION,,,"199,41"
K11,2025-03-28,2025-04-10,5420,Programvaror,,,CLAUDE.AI SUBSCRIPTION,,"199,41",
K12,2025-03-27,2025-04-10,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"20000,00"
K12,2025-03-27,2025-04-10,1960,Mynt,,,Transfer (Deposit),,"20000,00",
K13,2025-03-28,2025-04-10,1960,Mynt,,,UBER   *TRIP,Peder Burenstam Linder - 9022 physical - Default card. OutSystems Hackathon på AWS,,"139,00"
K13,2025-03-28,2025-04-10,5800,Resekostnader (gruppkonto),,,UBER   *TRIP,,"139,00",
K14,2025-03-27,2025-04-10,2640,Ingående moms,,,IKEA GALLERIAN HFB ECO,Peder Burenstam Linder - 9022 physical - Default card. OutSystems AWS Hackathon,"141,60",
K14,2025-03-27,2025-04-10,1960,Mynt,,,IKEA GALLERIAN HFB ECO,Peder Burenstam Linder - 9022 physical - Default card. OutSystems AWS Hackathon,,"708,00"
K14,2025-03-27,2025-04-10,4000,Inköp av varor från Sverige,,,IKEA GALLERIAN HFB ECO,,"566,40",
K15,2025-03-27,2025-04-10,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. OutSystems AWS Hackathon,,"99,00"
K15,2025-03-27,2025-04-10,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"99,00",
K16,2025-03-27,2025-04-10,1960,Mynt,,,UBER   *TRIP,Peder Burenstam Linder - 9022 physical - Default card. OutSystems AWS Hackathon,,"117,00"
K16,2025-03-27,2025-04-10,5800,Resekostnader (gruppkonto),,,UBER   *TRIP,,"117,00",
K17,2025-03-26,2025-04-10,2640,Ingående moms,,,Systembolaget,Peder Burenstam Linder - 9022 physical - Default card. Dricka till OutSystems AWS Hackathon,"1374,75",
K17,2025-03-26,2025-04-10,1960,Mynt,,,Systembolaget,Peder Burenstam Linder - 9022 physical - Default card. Dricka till OutSystems AWS Hackathon,,"7014,50"
K17,2025-03-26,2025-04-10,4000,Inköp av varor från Sverige,,,Systembolaget,,"5639,75",
K18,2025-03-23,2025-04-10,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Jobba med Per,,"156,00"
K18,2025-03-23,2025-04-10,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"156,00",
K19,2025-03-21,2025-04-10,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"20000,00"
K19,2025-03-21,2025-04-10,1960,Mynt,,,Transfer (Deposit),,"20000,00",
K20,2025-03-21,2025-04-10,4535,"Inköp av tjänster från annat EU-land, 25 %",,,Adobe,Peder Burenstam Linder - 8538 virtual - Online expenses.,"7344,00",
K20,2025-03-21,2025-04-10,2645,Beräknad ingående moms på förvärv från utlandet,,,Adobe,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1836,00",
K20,2025-03-21,2025-04-10,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Adobe,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1836,00"
K20,2025-03-21,2025-04-10,1960,Mynt,,,Adobe,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"7344,00"
K20,2025-03-21,2025-04-10,4599,"Justering, omvänd moms",,,Adobe,,,"7344,00"
K20,2025-03-21,2025-04-10,5420,Programvaror,,,Adobe,,"7344,00",
K21,2025-03-21,2025-04-10,2640,Ingående moms,,,CONFETTI 1080 SMS CRED,Peder Burenstam Linder - 8538 virtual - Online expenses.,"324,00",
K21,2025-03-21,2025-04-10,1960,Mynt,,,CONFETTI 1080 SMS CRED,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1620,00"
K21,2025-03-21,2025-04-10,5420,Programvaror,,,CONFETTI 1080 SMS CRED,,"1296,00",
K22,2025-03-20,2025-04-10,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"3417,20",
K22,2025-03-20,2025-04-10,2645,Beräknad ingående moms på förvärv från utlandet,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"854,30",
K22,2025-03-20,2025-04-10,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"854,30"
K22,2025-03-20,2025-04-10,1960,Mynt,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"3417,20"
K22,2025-03-20,2025-04-10,4599,"Justering, omvänd moms",,,Mailchimp,,,"3417,20"
K22,2025-03-20,2025-04-10,5420,Programvaror,,,Mailchimp,,"3417,20",
K23,2025-03-18,2025-04-10,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"20000,00"
K23,2025-03-18,2025-04-10,1960,Mynt,,,Transfer (Deposit),,"20000,00",
K24,2025-03-15,2025-04-10,5810,Biljetter,,,sj.se,Peder Burenstam Linder - 8538 virtual - Online expenses. Resa till Atlas Copco fabrik i Tierp,"273,58",
K24,2025-03-15,2025-04-10,2640,Ingående moms,,,sj.se,Peder Burenstam Linder - 8538 virtual - Online expenses. Resa till Atlas Copco fabrik i Tierp,"16,42",
K24,2025-03-15,2025-04-10,1960,Mynt,,,sj.se,Peder Burenstam Linder - 8538 virtual - Online expenses. Resa till Atlas Copco fabrik i Tierp,,"290,00"
K25,2025-03-15,2025-04-10,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card.,,"147,00"
K25,2025-03-15,2025-04-10,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"147,00",
K26,2025-03-14,2025-04-10,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,OPENAI,Peder Burenstam Linder - 8538 virtual - Online expenses.,"2064,83",
K26,2025-03-14,2025-04-10,2645,Beräknad ingående moms på förvärv från utlandet,,,OPENAI,Peder Burenstam Linder - 8538 virtual - Online expenses.,"516,21",
K26,2025-03-14,2025-04-10,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,OPENAI,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"516,21"
K26,2025-03-14,2025-04-10,1960,Mynt,,,OPENAI,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"2064,83"
K26,2025-03-14,2025-04-10,4599,"Justering, omvänd moms",,,OPENAI,,,"2064,83"
K26,2025-03-14,2025-04-10,5420,Programvaror,,,OPENAI,,"2064,83",
K27,2025-03-14,2025-04-10,2640,Ingående moms,,,CONFETTI 790 SMS CREDI,Peder Burenstam Linder - 8538 virtual - Online expenses.,"237,00",
K27,2025-03-14,2025-04-10,1960,Mynt,,,CONFETTI 790 SMS CREDI,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1185,00"
K27,2025-03-14,2025-04-10,5420,Programvaror,,,CONFETTI 790 SMS CREDI,,"948,00",
K28,2025-03-11,2025-04-10,2640,Ingående moms,,,CONFETTI 950 SMS CREDI,Peder Burenstam Linder - 8538 virtual - Online expenses.,"285,00",
K28,2025-03-11,2025-04-10,1960,Mynt,,,CONFETTI 950 SMS CREDI,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1425,00"
K28,2025-03-11,2025-04-10,5420,Programvaror,,,CONFETTI 950 SMS CREDI,,"1140,00",
K29,2025-03-07,2025-04-10,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,POLAR SOFTWARE INC,Peder Burenstam Linder - 8538 virtual - Online expenses.,"212,84",
K29,2025-03-07,2025-04-10,2645,Beräknad ingående moms på förvärv från utlandet,,,POLAR SOFTWARE INC,Peder Burenstam Linder - 8538 virtual - Online expenses.,"53,21",
K29,2025-03-07,2025-04-10,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,POLAR SOFTWARE INC,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"53,21"
